121,19.8,Peshawar Zalmi,CJ Jordan,Junaid Khan,SR Watson,6.0,0.0,8.0,Dubai International Cricket Stadium,188.0,Islamabad United,190.0
122,19.9,Peshawar Zalmi,CJ Jordan,Junaid Khan,SR Watson,2.0,0.0,8.0,Dubai International Cricket Stadium,190.0,Islamabad United,190.0
123,0.1,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Sohail Tanvir,0.0,0.0,0.0,Dubai International Cricket Stadium,0.0,Multan Sultans,151.0
124,0.2,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Sohail Tanvir,0.0,0.0,0.0,Dubai International Cricket Stadium,0.0,Multan Sultans,151.0
125,0.3,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Sohail Tanvir,1.0,0.0,0.0,Dubai International Cricket Stadium,1.0,Multan Sultans,151.0
126,0.4,Peshawar Zalmi,Kamran Akmal,Tamim Iqbal,Sohail Tanvir,0.0,0.0,0.0,Dubai International Cricket Stadium,1.0,Multan Sultans,151.0
127,0.5,Peshawar Zalmi,Kamran Akmal,Tamim Iqbal,Sohail Tanvir,0.0,0.0,0.0,Dubai International Cricket Stadium,1.0,Multan Sultans,151.0
128,0.6,Peshawar Zalmi,Kamran Akmal,Tamim Iqbal,Sohail Tanvir,0.0,0.0,0.0,Dubai International Cricket Stadium,1.0,Multan Sultans,151.0
129,1.1,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0.0,0.0,0.0,Dubai International Cricket Stadium,1.0,Multan Sultans,151.0
130,1.2,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0.0,1.0,0.0,Dubai International Cricket Stadium,2.0,Multan Sultans,151.0
131,1.3,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0.0,0.0,0.0,Dubai International Cricket Stadium,2.0,Multan Sultans,151.0
132,1.4,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0.0,0.0,0.0,Dubai International Cricket Stadium,2.0,Multan Sultans,151.0
133,1.5,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,0.0,1.0,0.0,Dubai International Cricket Stadium,3.0,Multan Sultans,151.0
134,1.6,Peshawar Zalmi,Tamim Iqbal,Kamran Akmal,Mohammad Irfan,1.0,0.0,0.0,Dubai International Cricket Stadium,4.0,Multan Sultans,151.0
135,1.7,Peshawar Zalmi,Kamran Akmal,Tamim Iqbal,Mohammad Irfan,0.0,0.0,1.0,Dubai International Cricket Stadium,4.0,Multan Sultans,151.0
136,1.8,Peshawar Zalmi,DR Smith,Tamim Iqbal,Mohammad Irfan,0.0,0.0,1.0,Dubai International Cricket Stadium,4.0,Multan Sultans,151.0
137,2.1,Peshawar Zalmi,Tamim Iqbal,DR Smith,Sohail Tanvir,1.0,0.0,1.0,Dubai International Cricket Stadium,5.0,Multan Sultans,151.0
138,2.2,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0.0,0.0,1.0,Dubai International Cricket Stadium,5.0,Multan Sultans,151.0
139,2.3,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,4.0,0.0,1.0,Dubai International Cricket Stadium,9.0,Multan Sultans,151.0
140,2.4,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0.0,0.0,1.0,Dubai International Cricket Stadium,9.0,Multan Sultans,151.0
141,2.5,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0.0,1.0,1.0,Dubai International Cricket Stadium,10.0,Multan Sultans,151.0
142,2.6,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0.0,4.0,1.0,Dubai International Cricket Stadium,14.0,Multan Sultans,151.0
143,2.7,Peshawar Zalmi,DR Smith,Tamim Iqbal,Sohail Tanvir,0.0,0.0,1.0,Dubai International Cricket Stadium,14.0,Multan Sultans,151.0
144,3.1,Peshawar Zalmi,Tamim Iqbal,DR Smith,Mohammad Irfan,4.0,0.0,1.0,Dubai International Cricket Stadium,18.0,Multan Sultans,151.0
145,3.2,Peshawar Zalmi,Tamim Iqbal,DR Smith,Mohammad Irfan,4.0,0.0,1.0,Dubai International Cricket Stadium,22.0,Multan Sultans,151.0
146,3.3,Peshawar Zalmi,Tamim Iqbal,DR Smith,Mohammad Irfan,0.0,0.0,2.0,Dubai International Cricket Stadium,22.0,Multan Sultans,151.0
147,3.4,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0.0,0.0,2.0,Dubai International Cricket Stadium,22.0,Multan Sultans,151.0
148,3.5,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0.0,0.0,2.0,Dubai International Cricket Stadium,22.0,Multan Sultans,151.0
149,3.6,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0.0,0.0,2.0,Dubai International Cricket Stadium,22.0,Multan Sultans,151.0
150,4.1,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,4.0,0.0,2.0,Dubai International Cricket Stadium,26.0,Multan Sultans,151.0
151,4.2,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0.0,0.0,2.0,Dubai International Cricket Stadium,26.0,Multan Sultans,151.0
152,4.3,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0.0,0.0,2.0,Dubai International Cricket Stadium,26.0,Multan Sultans,151.0
153,4.4,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0.0,0.0,2.0,Dubai International Cricket Stadium,26.0,Multan Sultans,151.0
154,4.5,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0.0,0.0,2.0,Dubai International Cricket Stadium,26.0,Multan Sultans,151.0
155,4.6,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Junaid Khan,0.0,0.0,2.0,Dubai International Cricket Stadium,26.0,Multan Sultans,151.0
156,5.1,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0.0,0.0,2.0,Dubai International Cricket Stadium,26.0,Multan Sultans,151.0
157,5.2,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,2.0,0.0,2.0,Dubai International Cricket Stadium,28.0,Multan Sultans,151.0
158,5.3,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0.0,0.0,2.0,Dubai International Cricket Stadium,28.0,Multan Sultans,151.0
159,5.4,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Mohammad Irfan,0.0,0.0,2.0,Dubai International Cricket Stadium,28.0,Multan Sultans,151.0
